netflix id,count,line,column,imdb id,title,production (N = Netflix / O = Other),type,year,imdbratingvotes,imdbrating,
81002769,9,0,0,tt9184982,Tribes of Europa,N,serie,2021–,8531,6.8,https://m.media-amazon.com/images/M/MV5BMGJjOGJlMGYtZGFjZC00MDliLWFlMjgtZTYwNDI0ZWQ3MTAxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
81094067,8,0,0,tt12838766,Space Sweepers,N,movie,2021,6602,6.6,https://m.media-amazon.com/images/M/MV5BZTUxN2M3ZWYtMzc1MC00NTc4LWFhZDItMzViZDg2NmFjMzBhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
70293674,7,0,0,tt2013293,The Wind Rises,O,movie,2013,66621,7.8,https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_SX300.jpg
80045948,7,0,0,tt3837246,Assassination Classroom,O,serie,2015–2016,6128,8.0,https://m.media-amazon.com/images/M/MV5BYzI0OWJlMjItYmE1NS00YzE2LWExNDAtMDM3MDA5MzM5NmExXkEyXkFqcGdeQXVyNzA5MDUyODA@._V1_SX300.jpg
80049832,7,0,0,tt9253866,Our Planet,N,serie,2019,24689,9.3,https://m.media-amazon.com/images/M/MV5BN2I1ZjA5YjQtYmQ0ZS00ZmE1LTk1ZjktNTQ5ODIzY2JiZDdhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg
81025696,7,0,0,tt10813940,Ginny & Georgia,N,serie,2021–,25723,7.4,https://m.media-amazon.com/images/M/MV5BMTQ2ZWFlNmEtNWYyYy00Yjk1LWIxMTEtMWVkM2NlMTEzOGI2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
81210670,7,0,0,tt6878306,News of the World,N,movie,2020,57935,6.8,https://m.media-amazon.com/images/M/MV5BMDNlNmVlNDItMjE3Yi00ZTA3LWIyOTktNDhhMGFlZjk5ZDQ0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg
70196145,6,0,0,tt1826940,New Girl,O,serie,2011–2018,168551,7.7,https://m.media-amazon.com/images/M/MV5BMjA0MDc1NTk0Ml5BMl5BanBnXkFtZTgwMTk2ODA5NDM@._V1_SX300.jpg
81059918,6,0,0,tt11698630,Crazy About Her,--,movie,2021,3718,6.6,https://m.media-amazon.com/images/M/MV5BZGNiN2MxZTUtYmUyMi00NDBiLTgzM2YtODUzNzQyODJlOWMwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
81212484,6,0,0,tt13669344,Passing Pécho: The Carrots Are Cooked,O,movie,2021,433,4.5,https://m.media-amazon.com/images/M/MV5BMzVhZTRiYjMtMmUzMi00ZmZlLWEzMDYtNTFmYTc4NjNhZWZiXkEyXkFqcGdeQXVyMTAzMDU1MTYy._V1_SX300.jpg
81350429,6,0,0,tt9893250,I Care a Lot,N,movie,2020,81803,6.3,https://m.media-amazon.com/images/M/MV5BYWU2ZTRhNDMtMWYxMC00ZTVkLThjZmItZGY4MGU0YmZlMjJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
70045021,5,0,0,tt0113824,Whisper of the Heart,O,movie,1995,43204,8.0,https://m.media-amazon.com/images/M/MV5BNmQ3N2U5NGMtNjU0MS00YTQzLWE1ZDctZDU5M2M5NTNjOGRmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
70143858,5,0,0,tt1442437,Modern Family,O,serie,2009–2020,327313,8.4,https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_SX300.jpg
80049275,5,0,0,tt1279024,Toradora!,O,serie,2008–2011,7476,8.1,https://m.media-amazon.com/images/M/MV5BNWEwMjE2MjQtZTQ3NC00OTUxLWEwMWUtMThjZjg4Zjc5ZDYwXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg
80106762,5,0,0,tt3393786,Jack Reacher: Never Go Back,O,movie,2016,141285,6.1,https://m.media-amazon.com/images/M/MV5BODQ3ODQ3NDI4NV5BMl5BanBnXkFtZTgwMDY1Mzk5OTE@._V1_SX300.jpg
81094723,5,0,0,tt10834478,Get Organized with the Home Edit,N,serie,2020–,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmI4ODJmMjgtNjI3OS00M2RkLTk4OGEtMzMzYmFkYTE4NzYwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
81351074,5,0,0,tt8179402,Fate: The Winx Saga,N,serie,2021–,20158,7.0,https://m.media-amazon.com/images/M/MV5BMzEyYzBhODYtZjZlOC00MTM4LWIxMjQtMTRhZjA5ODM4ZWI2XkEyXkFqcGdeQXVyODQwODA1MjY@._V1_SX300.jpg
80074249,4,0,0,tt4179452,The Last Kingdom,N,serie,2015–,63612,8.4,https://m.media-amazon.com/images/M/MV5BMjE1MzYzNjk3OF5BMl5BanBnXkFtZTgwMzk0MzYwNzE@._V1_SX300.jpg
80133335,4,0,0,tt4277922,Call My Agent,O,serie,2015–,4413,8.3,https://m.media-amazon.com/images/M/MV5BMzRmYTQ2YzctNTc3YS00ZmQ2LTk3ODEtMjg5NWE1ZDkwMTg1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80237990,4,0,0,tt10551256,Age of Samurai: Battle for Japan,--,series,2021–,2458,7.4,https://m.media-amazon.com/images/M/MV5BOThiNjMyMzMtYzI5YS00ZGUzLTgwMWQtYzM3NTZlOGVmOWI0XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
81249660,4,0,0,tt12742136,Street Food: Latin America,N,serie,2020–,677,8.0,https://m.media-amazon.com/images/M/MV5BZDUzNGJjNzItMWIzZC00ZTZiLThhNTAtNjA5NGNkNWRlYmY4XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg
70243420,3,0,0,tt1942683,The Amazing World of Gumball,O,serie,2011–2019,18656,8.2,https://m.media-amazon.com/images/M/MV5BNjdiZjEzZmEtZDc1Yi00NGRhLThmYWItODMyNWM1NGExMzViXkEyXkFqcGdeQXVyMTEwOTMwMjk0._V1_SX300.jpg
80021955,3,0,0,tt3032476,Better Call Saul,N,serie,2015–,285556,8.7,https://m.media-amazon.com/images/M/MV5BMGE4YzY4NGEtOWYyYS00ZDk2LWExMmMtZDIyODhiMmNlMGE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80037278,3,0,0,tt4003966,Marseille,N,serie,2016–,4180,6.9,https://m.media-amazon.com/images/M/MV5BMjMwNTY0NjU5N15BMl5BanBnXkFtZTgwODYyNzc3NDM@._V1_SX300.jpg
80057599,3,0,0,tt3569230,Legend,O,movie,2015,149429,6.9,https://m.media-amazon.com/images/M/MV5BMDQ4MGY0NWUtY2MxOC00YzI5LTg0OTEtZjNmY2Q2ZmM0MTA1XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_SX300.jpg
80126646,3,0,0,tt2424946,Carnivore,N,movie,2012,N/A,N/A,N/A
80200571,3,0,0,tt1860242,The Highwaymen,N,movie,2019,64901,6.9,https://m.media-amazon.com/images/M/MV5BZmM5Y2QzOGQtNTdjZS00NDVhLThkYjItZjZiMjk4YjM0ZTUzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg
21304015,2,0,0,tt0125439,Notting Hill,O,movie,1999,261411,7.1,https://m.media-amazon.com/images/M/MV5BMTE5OTkwYzYtNDhlNC00MzljLTk1YTktY2IxZjliZmNjMjUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
60023642,2,0,0,tt0245429,Spirited Away,O,movie,2001,607891,8.6,https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
70131764,2,0,0,tt1055292,Life as We Know It,O,movie,2010,120946,6.5,https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX300.jpg
70140425,2,0,0,tt0455275,Prison Break,O,serie,2005–2017,451923,8.3,https://m.media-amazon.com/images/M/MV5BMTg3NTkwNzAxOF5BMl5BanBnXkFtZTcwMjM1NjI5MQ@@._V1_SX300.jpg
70143836,2,0,0,tt0903747,Breaking Bad,O,serie,2008–2013,1346693,9.5,https://m.media-amazon.com/images/M/MV5BMjhiMzgxZTctNDc1Ni00OTIxLTlhMTYtZTA3ZWFkODRkNmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
70153404,2,0,0,tt0108778,Friends,O,serie,1994–2004,761617,8.9,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
70195800,2,0,0,tt1632701,Suits,O,serie,2011–2019,343716,8.5,https://m.media-amazon.com/images/M/MV5BNmVmMmM5ZmItZDg0OC00NTFiLWIxNzctZjNmYTY5OTU3ZWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
70216227,2,0,0,tt1568921,The Secret World of Arrietty,O,movie,2010,75212,7.6,https://m.media-amazon.com/images/M/MV5BMTAxNjk3OTYyODReQTJeQWpwZ15BbWU3MDgyODY2OTY@._V1_SX300.jpg
70242311,2,0,0,tt2372162,Orange Is the New Black,N,serie,2013–2019,271097,8.1,https://m.media-amazon.com/images/M/MV5BYjYyM2FmMmMtZDgyZi00NGU3LWI3NzktODllZDY0YzQyNzgyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80029196,2,0,0,tt0369610,Jurassic World,O,movie,2015,584563,7.0,https://m.media-amazon.com/images/M/MV5BNzQ3OTY4NjAtNzM5OS00N2ZhLWJlOWUtYzYwZjNmOWRiMzcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80050063,2,0,0,tt3909224,The Seven Deadly Sins,N,serie,2014–,17697,8.2,https://m.media-amazon.com/images/M/MV5BMTQ0OTY3NjAxMF5BMl5BanBnXkFtZTgwMzE4NDAzNzE@._V1_SX300.jpg
80063153,2,0,0,tt2348803,Kuroko's Basketball,O,serie,2012–2015,4294,8.3,https://m.media-amazon.com/images/M/MV5BNTdkOWI0NmYtMWIzYy00ZTJmLTkxZmQtYjZjMGM5ODJiZDM0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
80095697,2,0,0,tt5363918,Disenchantment,N,serie,2018–,39505,7.2,https://m.media-amazon.com/images/M/MV5BMzlkYzk0YzItM2I0ZC00NmE5LTljMGYtNTY2ZTVhMzA5OWJjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80097141,2,0,0,tt5516154,Godless,N,serie,2017,43754,8.3,https://m.media-amazon.com/images/M/MV5BMTY0NzkxNDcxNF5BMl5BanBnXkFtZTgwOTI5ODM5MzI@._V1_SX300.jpg
80105699,2,0,0,tt5651844,Travelers,N,serie,2016–2018,41147,8.1,https://m.media-amazon.com/images/M/MV5BMjUzOTQwOTg1MF5BMl5BanBnXkFtZTgwNzE4NzQ3NjM@._V1_SX300.jpg
80178724,2,0,0,tt8880894,Living with Yourself,N,serie,2019–,21664,7.2,https://m.media-amazon.com/images/M/MV5BYjIyYWVkY2UtZDkxOC00NTE4LWFhZWUtZGYwMmJjNDA3YmVkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80236318,2,0,0,tt10293938,Outer Banks,N,serie,2020–,9581,7.6,https://m.media-amazon.com/images/M/MV5BN2FhYjRmNDUtMzc2ZS00MTUwLTg3NzItZDU5YWVhY2Q0NzMwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80994340,2,0,0,tt9012876,Firefly Lane,N,serie,2021–,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjFhNmI3ZjQtOTg2OC00N2VmLWEwNDgtYjE1ZTUwNjhiY2VkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
81074673,2,0,0,tt13842562,Pelé,N,movie,2021,2514,7.0,https://m.media-amazon.com/images/M/MV5BODJmYTg4NTEtYTU0Mi00YjQ0LTkyYzEtMTU4MTM2ZWY3NjY4XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
81161576,2,0,0,tt13887518,The Big Day,N,serie,2021–,220,4.7,https://m.media-amazon.com/images/M/MV5BYzNlNTQyYjItNGE3YS00N2MzLTk5NzMtMjIzMzI2NGM4MThjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
81183727,2,0,0,tt13837672,Crime Scene: The Vanishing at the Cecil Hotel,N,serie,2021,12893,5.9,https://m.media-amazon.com/images/M/MV5BN2Y5MzMzYTgtZjVhNy00YTcwLWJhY2MtNzZhNTcyZTIxZTdjXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg
81344370,2,0,0,tt12676326,Malcolm & Marie,N,movie,2021,86,6.6,https://m.media-amazon.com/images/M/MV5BYjVkMmU1NGItZjM4MC00ODM1LWEyOTEtY2Y1NTg0YjRhYjEwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg
60029196,1,0,0,tt0257076,S.W.A.T.,O,movie,2003,137789,6.0,https://m.media-amazon.com/images/M/MV5BNmIxYTVmMDEtNWU5NS00MWJhLWJjNmQtNjkxNWI3NmY4MzJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
70077557,1,0,0,tt0425061,Get Smart,O,movie,2008,203746,6.5,https://m.media-amazon.com/images/M/MV5BMTY0NzQ4MDU0NV5BMl5BanBnXkFtZTcwMzA2NzQ2MQ@@._V1_SX300.jpg
70117289,1,0,0,tt0815236,She's Out of My League,O,movie,2010,127040,6.4,https://m.media-amazon.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_SX300.jpg
70143830,1,0,0,tt0898266,The Big Bang Theory,O,serie,2007–2019,687693,8.1,https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_SX300.jpg
70175633,1,0,0,tt1474684,Luther,O,serie,2010–,114420,8.5,https://m.media-amazon.com/images/M/MV5BYTdhNWMwYTMtNzQ3OC00ODZjLWI0YzQtYjVlODZiOWVlYTJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
70202589,1,0,0,tt1475582,Sherlock,O,serie,2010–,759999,9.1,https://m.media-amazon.com/images/M/MV5BMWY3NTljMjEtYzRiMi00NWM2LTkzNjItZTVmZjE0MTdjMjJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTQ4NTc5OTU@._V1_SX300.jpg
70205012,1,0,0,tt0409591,Naruto,O,serie,2002–2007,62401,8.3,https://m.media-amazon.com/images/M/MV5BZmQ5NGFiNWEtMmMyMC00MDdiLTg4YjktOGY5Yzc2MDUxMTE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
80010655,1,0,0,tt3520702,Bloodline,N,serie,2015–2017,41231,8.0,https://m.media-amazon.com/images/M/MV5BMTU4OTY0MzM1OV5BMl5BanBnXkFtZTgwMjkxMzE0MjI@._V1_SX300.jpg
80051137,1,0,0,tt3986586,Fuller House,N,serie,2016–,22971,6.8,https://m.media-amazon.com/images/M/MV5BMjAxMzU5MzA0MF5BMl5BanBnXkFtZTgwODgyOTg1MzI@._V1_SX300.jpg
80091140,1,0,0,tt2361317,Live by Night,O,movie,2016,51407,6.4,https://m.media-amazon.com/images/M/MV5BMjc3MDIyMjgzNl5BMl5BanBnXkFtZTgwMzUxOTg3MDI@._V1_SX300.jpg
80113701,1,0,0,tt4955642,The Good Place,N,serie,2016–2020,94026,8.2,https://m.media-amazon.com/images/M/MV5BYmMxNjM0NmItNGU1Mi00OGMwLTkzMzctZmE3YjU1ZDE4NmFjXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg
80192837,1,0,0,tt4765284,Pitch Perfect 3,O,movie,2017,56044,5.8,https://m.media-amazon.com/images/M/MV5BMTU5NDI1MjkwMF5BMl5BanBnXkFtZTgwNjIxNTY2MzI@._V1_SX300.jpg
80195447,1,0,0,tt5776858,Phantom Thread,O,movie,2017,114999,7.5,https://m.media-amazon.com/images/M/MV5BMWJkNzBkM2UtYWFlMC00NmEwLTgxOGUtMjVmMzYyZjgyMmEzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg
80200957,1,0,0,tt4477536,Fifty Shades Freed,O,movie,2018,56092,4.5,https://m.media-amazon.com/images/M/MV5BMTYxOTQ1MzI0Nl5BMl5BanBnXkFtZTgwMzgwMzIxNDM@._V1_SX300.jpg
80217517,1,0,0,tt8878862,Invisible City,N,movie,2021,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDk2ODNiZTUtNTEyYS00YmMzLTk1NzktNzQ4N2RhMTQyMGE4XkEyXkFqcGdeQXVyMTk2NDE3Mzc@._V1_SX300.jpg
80219054,1,0,0,tt13973320,Amend: The Fight for America,N,serie,2021–,882,7.9,https://m.media-amazon.com/images/M/MV5BNDkyOWI0OWYtMGI0Yi00NjkxLTlhMGItODE5NjIxODZkMjY5XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
80223779,1,0,0,tt7653254,Marriage Story,N,movie,2019,212888,8.0,https://m.media-amazon.com/images/M/MV5BZGVmY2RjNDgtMTc3Yy00YmY0LTgwODItYzBjNWJhNTRlYjdkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg
80241387,1,0,0,tt8575476,Hache,N,serie,2019–,679,6.3,https://m.media-amazon.com/images/M/MV5BNDFlMjBlOWMtYzA5Zi00ODcxLWE0ZDMtNjBkNGUzZWY4OGVlXkEyXkFqcGdeQXVyMzkwMTMxNDQ@._V1_SX300.jpg
80241855,1,0,0,tt7945720,Dirty John,N,serie,2018–,11469,7.1,https://m.media-amazon.com/images/M/MV5BZGJkZjliMTctYmI1NS00ODI2LTlmYzEtMDA0NzBjMTBlMjkwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg
81001209,1,0,0,tt9698480,The Stranger,N,serie,2020–,24696,7.4,https://m.media-amazon.com/images/M/MV5BNWNlYzA2OWUtMWE1Mi00ZjMyLWExY2ItZDVlZmQ0YTMyZmEyXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_SX300.jpg
81011059,1,0,0,tt6581428,Booba,O,serie,2014–,153,7.0,https://m.media-amazon.com/images/M/MV5BNmYyYWQ4OWEtNTNiMC00OGQ2LTlhMzQtNzE3MjExMzg1YWU0XkEyXkFqcGdeQXVyNzMxNjA3OTQ@._V1_SX300.jpg
81021929,1,0,0,tt9612516,Space Force,N,serie,2020–,39663,6.8,https://m.media-amazon.com/images/M/MV5BNWYwMzE2MGItOTYwYy00YmQyLWE0NGQtZWViMTU4ZTk4ZjQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
81043571,1,0,0,tt13357722,High-Rise Invasion,N,serie,2021–,445,6.9,https://m.media-amazon.com/images/M/MV5BNTU0ZGYzMjktMWQ2MC00NmRlLTk1YWItZmJkZmRiYzQ1NDE5XkEyXkFqcGdeQXVyMjIwNTI1MTM@._V1_SX300.jpg
81152839,1,0,0,tt13932598,Canine Intervention,--,series,2021–,724,6.4,https://m.media-amazon.com/images/M/MV5BOTQ1NjJmYmQtZTAxNS00OWI0LWJmNzQtYmY0N2U2MmRiZmExXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
81167887,1,0,0,tt3661210,The Dig,N,movie,2021,43,6.7,https://m.media-amazon.com/images/M/MV5BY2RmZmI0NDMtMGQzOC00YWU3LTkwYWUtMDRkNDBjZDg3YTkyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
81205737,1,0,0,tt13853720,Animals on the Loose: A You vs. Wild Movie,N,movie,2021,650,5.8,https://m.media-amazon.com/images/M/MV5BOTE1ODBmMzMtNWU5ZS00NmIyLTkxMzItMjAyNjY4ZDY0NjEyXkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_SX300.jpg
81298677,1,0,0,tt13521850,The Netflix Afterparty,--,serie,2020–,315,3.9,https://m.media-amazon.com/images/M/MV5BMzU1ZDU3YzEtMWZjZC00NTJiLThmYTMtYjUzNmE3YmY1ZmIwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
80237430,1,0,1,tt9182404,Je parle toute seule,--,movie,2016,95,7.8,https://m.media-amazon.com/images/M/MV5BYjcwZjU5ZTctNTA1NC00NjkwLTk4NmEtOTBmMjMyODNlZTI2XkEyXkFqcGdeQXVyODEwMzY4MjQ@._V1_SX300.jpg
80227186,1,0,2,tt3283708,Simon,O,movie,2016,57,4.8,https://m.media-amazon.com/images/M/MV5BMmE5YmZmYjgtZjhmYy00YWQ1LWEwNDgtMjk4YWY1MDJjN2QyXkEyXkFqcGdeQXVyMzU5NzU5OQ@@._V1_SX300.jpg
81154166,1,0,3,tt6717058,Grizzy and the Lemmings,O,serie,2017–,213,6.7,https://m.media-amazon.com/images/M/MV5BZTkxYjI2MDMtNjdhMi00NTFkLTgxNTgtOWEzNmY2ODJlZDU3XkEyXkFqcGdeQXVyMTA1NTQ5Nzcz._V1_SX300.jpg
81280792,1,0,4,tt10650946,Ninjago,O,serie,2019–,124,7.9,https://m.media-amazon.com/images/M/MV5BMGNiYTNlY2YtMWMyMi00NmRkLTlhNGMtZDkwYTNjZThiY2RiXkEyXkFqcGdeQXVyODAzNzI4Njg@._V1_SX300.jpg
80133311,166,1,0,tt5420376,Riverdale,N,serie,2017–,106820,7.0,https://m.media-amazon.com/images/M/MV5BNDYxOTU0NDYtYzg2MC00YzgyLTg1YzctMDc1MGJmOGIzMTc3XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg
70153404,50,1,0,tt0108778,Friends,O,serie,1994–2004,761617,8.9,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
80209379,47,1,0,tt8115560,Tidying Up with Marie Kondo,N,serie,2019–,2567,6.6,https://m.media-amazon.com/images/M/MV5BYjQwODNjMGMtOWU3Yy00M2I0LThhOTMtZGQyNGMxNTM5YjExXkEyXkFqcGdeQXVyOTA1ODU0Mzc@._V1_SX300.jpg
80000603,33,1,0,tt0988824,Naruto: Shippûden,O,serie,2007–2017,73055,8.6,https://m.media-amazon.com/images/M/MV5BMTE5NzIwMGUtYTE1MS00MDUxLTgyZjctOWVkZDAxM2M4ZWQ4XkEyXkFqcGdeQXVyNjc2NjA5MTU@._V1_SX300.jpg
80095532,29,1,0,tt5339440,One Day at a Time,N,serie,2017–,11432,8.2,https://m.media-amazon.com/images/M/MV5BMTU2OTQ5NDY5Nl5BMl5BanBnXkFtZTgwNTE2NzU2NDM@._V1_SX300.jpg
70205012,26,1,0,tt0409591,Naruto,O,serie,2002–2007,62401,8.3,https://m.media-amazon.com/images/M/MV5BZmQ5NGFiNWEtMmMyMC00MDdiLTg4YjktOGY5Yzc2MDUxMTE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
70077557,23,1,0,tt0425061,Get Smart,O,movie,2008,203746,6.5,https://m.media-amazon.com/images/M/MV5BMTY0NzQ4MDU0NV5BMl5BanBnXkFtZTcwMzA2NzQ2MQ@@._V1_SX300.jpg
70136107,20,1,0,tt0121955,South Park,O,serie,1997–,318249,8.7,https://m.media-amazon.com/images/M/MV5BOGE2YWUzMDItNTg2Ny00NTUzLTlmZGYtNWMyNzVjMjQ3MThkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
